UniqueID,DateTime,Location_Cleaned,Operator_Cleaned,Flight #,Route,Aircraft Type,Registration,Total_Aboard,Passengers_Aboard,Crew_Aboard,Total_Fatalities,Passengers_Fatalities,Crew_Fatalities,Summary
980981ca1b58538f63cb47e1bf6cae4f,1956-07-16 07:15:00,"Rio Cuarto, Argentina",Aerolineas Argentinas,Unknown,Buenos Aires - Rio Cuarto,Douglas DC-3,LV-ACD,18,14,4,18,14,4,"Crashed while making an approach to Rio Cuarto. The decision of the pilot to descend en route, without justifiable reason, below the minimum altitude prescribed for a night flight and in weather conditions which made it his duty to follow IFR procedure."
d27769d5fcd156f55bb3b24025cb8d30,1956-08-08 00:00:00,"Thazi, Burma",Union of Burma Airways,Unknown,Rangoon - Mandalay,Douglas DC-3,XY-ADC,22,18,4,12,9,3,Struck Mt Pindaya near Thazi .
924573729b42cc718f6ab5ef2e4f9607,1956-08-29 20:45:00,"Cold Bay, Alaska",Canadian Pacific Air Lines,307,Vancouver - Cold Bay - Tokyo - Hong Kong,Douglas DC-6B,CF-CUP,22,14,8,15,11,4,The aircraft crashed after a missed approach. The crew executing full retraction of flaps without increasing power or changing attitude resulting in loss of lift after the missed approach.
4837d5f4787682f891125b8fdb900f46,1956-09-09 00:00:00,"Amman, Jordan",Jordan International Airlines,Unknown,Amman - Kuwait,Curtiss C-46A-45-CU,JY-ABV,57,53,4,1,1,0,"The aircraft had to return to Amman for an emergency landing. The landing took place with the gear retracted. The plane bounced, went up a hill and down the other side and burst into flames."
2ce4fc48a93784f74104e5f7a616dc90,1956-09-09 14:32:00,"Bartlesville, Oklahoma",Continental Airlines,190,Tulsa - Bartlesville,Douglas DC-3 / Cessna 170B,N33315 / N8143A,18,14,4,0,0,0,Midair collision. Both planes landed safely. Failure of both aircraft to observe and avoid the other aircraft.
fac769829b35416aa3539ec2206ce585,1956-10-02 18:25:00,"Nome, Alaska",Alaska Airlines,701,Unalakleet and Nome,Stinson AT-19,N 79069,5,4,1,5,4,1,Crashed while en route. The action of the pilot in flying into conditions of darkness and adverse weather in which he could not maintain adequate control of the aircraft.
e423cc43f533bbe9b0be37d774f38bef,1956-10-10 22:10:00,"Off Land's End, England",Military - U.S. Navy,Unknown,RAF Lakenheath - McGuire AFB,Douglas C188-B,1311588,59,50,9,59,50,9,The plane disappeared over the Atlantic while on a flight from Royal Air Force Base in England to McGuire Air Force Base in New Jersey. Cause unknown.
6ec820df8067e8e9a4608964a3cbf5da,1956-10-16 06:15:00,Over the Pacific Ocean,Pan American World Airways,943,Honolulu - San Francisco,Boeing  377 Stratocruiser,N90943,31,24,7,0,0,0,"The aircraft ditched into the Pacific Ocean while on a flight from San Francisco to Honolulu after losing the No. 1 and then the No. 4 engine. The aircraft circled around the U.S. Coast Guard cutter ""Pontchartrain"", at Ocean Station November until daybreak after which it made a successful ditching with no casualties. Probable Cause: An initial mechanical failure which precluded feathering the No.1 propeller and a subsequent mechanical failure which resulted in a complete loss of power from the No.4 engine, the effects of which necessitated a ditching. The aircraft was named ""Clipper Sovereign of the Sky."""
1d80477a8d73e4abbf45363060807a54,1956-10-19 00:00:00,"Agartala, India",Indian Airlines,Unknown,Unknown,Douglas DC-3,VT-DGK,3,0,3,3,0,3,"The cargo plane crashed after an attempted go-around. On final, as the pilot-in-command was unable to locate the runway, he decided to make a new go around when the aircraft struck trees and crashed in flames few km short of runway."
dcd01148ebd350a7e377dd118c48a8f1,1956-10-28 22:00:00,Over the Mediterranean Sea,Military - Egyptian Air Force,Unknown,Damascus- Cairo,Curtiss C-46,SU-AAB,16,12,4,16,12,4,Shot down by the Israeli Air Force.
1374cb57d51271763a6e576d06a891b7,1956-11-05 23:52:00,"Blackbushe, England",Britavia,Unknown,Tripoli - Blackbushe,Handley Page HP-1 Hermes,G-ALDJ,80,74,6,7,5,2,While attempting to land the aircraft descended below the ILS glideslope and hit a tree. Using the lights of the airport the captain misjudged the height he was flying.
cfa031a77093f642fd6a0eb1303ab78b,1956-11-07 09:50:00,"Hommelfjell, Norway",Braathens,Unknown,Trondheim - Oslo,de Havilland DH-114 Heron 2B,LN-SUR,12,10,2,2,1,1,"The aircraft took off, experienced icing, lost altitude and crashed into Hommelfjell Mountain. Unusually heavy icing which the aircraft encountered. Severe downdraft immediately prior to the crash may have been a contributing factor."
795f0dd51b2e6bb27045bc733c7d4316,1956-11-15 14:53:00,"Puerto Somoza, Nicaragua",Aerovias Guest,Unknown,Tocumen - Guatemala City,Douglas C-54A-10-DC,XA-HEG,25,20,5,25,20,5,An unsuccessful belly landing was attempted on flat terrain following a fire in the fuel system.
ecf478f63eae08b41b2a14ece3dd4ae4,1956-11-17 16:45:00,"El Rucio Mountain, Colombia",Empresa Aviacion del Pacifico,Unknown,Buenaventura - Cali,Douglas DC-3,HK-385,36,33,3,36,33,3,"Hit El Rucio Mountain at 6,200 ft. which was obscured by clouds. Lack of cockpit discipline. Flight on instruments at an excessively low altitude for the route."
1bd10f1839c2846617429c412ec39ff1,1956-11-24 00:18:00,"Paris, France",Linee Aeree Italiane,Unknown,Rome - Paris -  Shannon - New York City,Douglas DC-6B,I-LEAD,35,25,10,34,24,10,"Lost altitude on takeoff and crashed into a house. Failed to climb for reasons unknown. The aircraft's slight loss of altitude soon after take off was the main cause of the accident. There is no explanation for this loss of altitude. Orchestra and opera conductor Guido Cantelli, 36, among those killed."
15edbf7452ae8431717d4c41d6be0c66,1956-11-24 18:20:00,"Eglisau, Switzerland",Ceskoslovenske Aerolinie,Unknown,Eglisau - Prague,Ilyushin IL-12B,OK-DBP,23,18,5,23,18,5,Crashed into a field shortly after taking off about 12 km north of the airport.
463ed2a76d931cd5f02301e4fb521cb2,1956-11-27 08:15:00,"Caracas, Venezuela",Linea Aeropostal Venezolana,253,New York - Caracas,Lockheed 749-79-34 Constellation,YV-C-AMA,25,18,7,25,18,7,"Struck Silla de Caracas Mountain at 6,700 feet while approaching to land at Maiquetia. Navigation error. The pilot did not follow prescribed approach procedures. St. Louis Cardinal outfielder, Charlie Peete, 27, killed."
e24fddfcff50421bde4746e95284ee41,1956-12-08 07:05:00,"Caqueta, Colombia",AIDA,Unknown,Bogota - Medellin - Quibdo,Consolidated PBY-5A Catalina,HK-133,16,11,5,14,10,4,"The starboard engine failed shortly after takoff and  the plane crash into Quetame Hill, 25km northwest of Santa Cecilia  Airport. Complete failure of the starboard engine due to the breakdown of the lubricating system. Recklessness of the pilot in taking off from a closed airport while aware of the poor weather conditions. The aircraft was also overloaded."
d82067717709e1444ae455b242950d1b,1956-12-09 19:10:00,"Chilliwack, British Columbia, Canada",Trans Canada Air Lines,810-9,Vancouver - Calgary - Toronto - Montreal,Canadair DC-4M-2 Northstar,CF-TFD,62,59,3,62,59,3,"The aircraft departed Vancouver en route to Calgary. Some 50 minutes later the pilot reported a fire in the No. 2 engine and was turning back. While flying under the power of 3 engines, the aircraft encountered severe icing, turbulence or other difficulty which led to the loss of control by the crew. It could not be determined why the aircraft was 12 miles south of the assigned airway. The plane crashed high into Mount Slesse. The bodies and wreckage were not found until 05/12/1957 and the wreckage still remains at the site which is now a memorial."
34b93e91e90f054f3b8c93c3ed4871f7,1956-12-12 09:00:00,"Dannemois, France",Air France,Unknown,Training,Vickers 708 Viscount,F-BGNK,5,0,5,5,0,5,Crashed in a steep angle of attack.
f3fbe8160d043bf8fdb753f85b0da5c8,1956-12-22 21:03:00,"Grub, Germany",JAT Yugoslav Airlines,Unknown,Wien - Munchen,Convair CV-340-58,YU-ADA,30,27,3,3,1,2,"The co-pilot acting as pilot-in-command and under the instruction of the captain began a descent to land until the aircraft hit the ground, left wing first. Both wings detached and the fuselage slid 1,200 feet."
a2f15871262b1e15aeddb5c6870ac3c2,1956-12-22 18:20:00,"Mt. Giner, Italy",Linee Aeree Italiane,Unknown,Rome - Milan,Douglas DC-3,I-LINC,21,17,4,21,17,4,The aircraft strayed off the assigned airway and hit a mountain. The pilot did not follow the airways assigned in the flight plan. He did not check his direction and position along the new route. Pilot error.
c5c1fe243217916a9788911ca31e8f6b,1956-12-31 00:04:00,"Dhahran, Saudi Arabia",Military - U.S. Air Force,Unknown,Charleston - Hamilton - Horta - Lisbon - Tripoli - Dhahran,Lockheed C-121C Super Constellation,54-0165,38,31,7,12,12,0,Crashed and burned while attempting to land in heavy fog at night.
8bac2e18b71cdfaa02c4ced8f53e1d84,1957-01-06 00:01:00,"Owasso, Oklahoma",American Airlines,327,Joplin - Owasso,Convair CV-240-0,N94247,10,7,3,1,1,0,"Struck trees, hit the ground, and slid 500 ft. after landing short of the runway in rapidly deteriorating condtions.  The captain's lack of alertness in allowing the first officer to continue an instrument descent to an altitude too low to permit terrain clearance."
52506a2fad435090371c9161091e5e5c,1957-01-11 09:00:00,"Buenos Aires, Argentina",Lineas Aereas del Estado,Unknown,Buenos Aires - Mar Del Plata - Mendoza,Vickers 615 Viking 1B,T-11,33,29,4,17,15,2,The domestic flight crashed and burned immediately after takeoff from Buenos Aires after overrunning the runway. Too short a runway and excessive cross-winds for the type of aircraft.
bc05514862132b6fe4fc02e2a99755b2,1957-01-23 11:18:00,"Ometepe Island, Nicaragua",Lanica,Unknown,San Carlos - Managua,Douglas DC-3,AN-AEC,16,13,3,16,13,3,"The aircraft hit Concepcion volcano while en route. The aircraft made a left turn towards the volcano, banked sharply in descent, enered a rapid climb and then crashed. Unexplained loss of control."
6913df3e51590fa56205dd868896d294,1957-01-29 19:24:00,"Paris, France",Air France,Unknown,Tunis - Paris,SNCASE SE.2010 Armagnac,F-BAVG,70,60,10,2,1,1,"A first ILS attempt to land at Orly Airport failed. The crew decided to try a second time with GCA guidance. Full power was applied when the crew was not able to see the runway. The aircraft continued to descend impacting the ground in a right bank. The right wing separated and the main fuselage broke-up into four parts. Stalling, as a result of delayed application of power in a final approach configuration and inadequate control of heading, airspeed and altitude after the visual was lost."
bfae3fd0d497b766fbe6de11fb68b1d7,1957-01-31 11:18:00,"Sunland, California",Douglas Aircraft,Unknown,Santa Monica - Santa Monica,Douglas DC-7B / U.S. Air Force F-89J,N8210H/52-187OA,6,0,6,5,0,5,"Midair collision between a DC-7 and F-89J Air Force fighter. The DC-7 crashed into a playground of a school  killing 3 junior high school children 3 miles northwest of Sunland. The F-89 crashed into the mountains. Four crew members on the DC-7 were killed. One crew member aboard the F-89 was killed and  the other ejected to safety. The high rate of near head-on closure at high altitude, which together with physiological limitations, resulted in a minimum avoidance opportunity during which the pilots didn't see each other's aircraft. It was the first test flight of the DC-7B. One of the 3 students killed in the accident was the best friend of singer Richie Valens, who died in an airplane crash two years later. Archie Twitchell, test pilot and actor, 50, killed. The high rate of near head-on closure at high altitude in a minimum aviodance opportunity during which both pilots did not see the other aircraft."
b725759a731ace92cd8f747a79919953,1957-02-01 18:02:00,"New York, New York",Northeast Airlines,823,New York City - Miami,Douglas DC-6A,N34954,101,95,6,21,21,0,"Shortly after lifting off from La Guardia Airport in a snowstorm, the plane rolled sharply to the left and crashed on Rikers Island. The failure of the captain to properly observe and interpret his flight instruments and maintain control of his aircraft. Several inmates from the Rikers Island Prison made some heroic rescues and were later pardoned."
a9a7591ad398da434babf6ef04f5033c,1957-02-22 20:00:00,"Kimpo Air Base, South Korea",Military - U.S. Air Force,Unknown,"Kimpo AB - Tokyo, Japan",Douglas C-124C,51-141A,159,149,10,22,19,3,"The No. 3 engine seized, causing the propellor to come loose and slice through the side  of the fuselage makng two full turns before exiting. It took two men out with it , idled the No. 4 engine and cut the throttle cable.  While  attempting  an emergency return landing at Kimpo Air Base, level flight could not be maintained and the aircraft descended, crashing into the Han River."
d3e20c43e6778f57fcfa08a797fed0bb,1957-03-02 17:19:00,"Blyn, Washington",Alaska Airlines,100,Fairbanks - Seattle,Douglas C-54B,N90449,5,2,3,5,2,3,"Crashed into a densly wooded mountain, 3 miles east of Blyn, while en route to Seattle. Navigation error and poor judgement by the pilot in entering an overcast mountainous area at too low an altitude."
e4cfb5d306b2523c2e4d3db1c263eb16,1957-03-04 00:00:00,"Miho AB, Japan",Japanese Air Force,Unknown,Unknown,Curtiss C-46D-15--CU,51-1110,17,15,2,17,15,2,"While attempting to land, the plane lost air speed and crashed into the sea, 400 yards offshore."
eeba36ae31b0e16a681fc46cba9fd3b9,1957-03-05 11:00:00,"Drayton, England",Military -Royal Air Force,Unknown,Drayton - Multa,Blackburn Beverley C Mark 1,XH117,22,17,5,18,15,3,The aircraft crashed into trees and farm buildings about a half-an-hour after taking off from Abingdon airfield.  Fuel starvation due to an valve being installed backwards.
c34ff6bd6f616976da66b70fe8843e20,1957-03-09 10:00:00,"El Soldado, Colombia",AVIANCA,Unknown,Condoto - Buenaventura - Cali,Douglas DC-3,HK-155,15,12,3,15,12,3,Crashed into mountains  located 32 km west of Tuluá while en route. Pilot did not follow prescribed route nor follow prescribed IFR procedures.
6b5f1101df5f015674ae588484dc4d64,1957-03-14 13:46:00,"Manchester, England",British European Airways,411,Amsterdam - Manchester,Vickers Viscount 701,G-ALWE,20,15,5,20,15,5,"The plane suddenly veered and banked to the right while making an approach to land. The plane crashed into houses. Fracture of a 9/16"" bolt on the starboard flap due to fatigue led to loss of control of the aircraft."
de84d708ce606a50f141e594c9ef63fb,1957-03-17 01:40:00,"Cebu, Philippines",Military - Philippine Air Force,Unknown,Cebu - Manila,Douglas C-47-A-75-DL Skytrain,2100925,25,22,3,24,21,3,"The plane had just taken off from Cebu bound  for Manila when it crashed 20 miles NW of the city. President Ramon Magsaysay, 50, of the Philippines died along with twenty-three others when the plane struck Mt. Manunggal. Magsaysay was on a campaigning trip for reelection. Metal fatigue."
81a7f25ab3b370c0a884eda97f4bec45,1957-03-18 00:00:00,"Sayari, Bolivia",Lloyd Aereo Boliviano,Unknown,Cochabamba - Oruro,Douglas DC-3,CP-535,19,16,3,19,16,3,Crashed into Andies peak while en route. Wreckage found 100 miles northeast of Cochabamba.
df8383dc3068f77f7d9599d26bf52e0a,1957-03-22 00:37:00,Over the North Pacific Ocean,Military - U.S. Air Force,Unknown,Travis AFB - Tokyo,Boeing C-97C,50-702A,67,57,10,67,57,10,"Disappeared in  a storm 200 miles southeast of Tokyo, Japan while on a flight from Travis Air Force Base to Tokyo.  Cause unknown."
d4100cd3b0ba7042acd00bc196abd7ff,1957-04-07 00:00:00,"Bage, Brazil",Varig,Unknown,Bage - Porto Alegra,Curtiss C-46A-45-CU,PP-VCF,40,35,5,40,35,5,"Shortly after  takeoff, a fire developed in the left main landing gear well. The pilot thought the fire had started in the engine, feathered the No.1 engine and returned for an emergency landing. When he couldn't get the gear down, he performed a go-around after which the left wing separated from the plane. The plane crashed and burned. Fracture of the fuel line in the landing gear housing due to wear against the ribs."
a8d23f2557d8aaf7056d8b5887762fd2,1957-04-08 00:00:00,"Algiers, Algeria",Air France,Unknown,El Oued - Biskra - Alger - Marseille - Paris,Douglas DC-3,F-BEIK,34,30,4,34,30,4,"Crashed just after takeoff, one mile from the airfield. Left engine failure."
c617fb927529fe3029a27f2512b211b8,1957-04-10 15:20:00,"Anchieta Island, Brazil",REAL,1800,Rio de Janerio - Sao Paulo,Douglas DC-3,PP-ANX,30,26,4,26,23,3,"While en route, fire broke out in the starboard engine. As the plane lost altitude and because of reduced visibility, the pilot did not see the peak of a mountain. When he tried to pull up the plane stalled and crashed. Engine failure."
c353f2333bcae051790b7338fc3a713b,1957-04-15 07:53:00,"Merida, Mexico",Transportes Aéreos Mexicanos,Unknown,Medrida - Mexico City,Consolidated B-24J,XA-KUN,3,0,3,3,0,3,The accident was due to a maneuvering error which consisted in making two turns onto the Mexico City heading without conforming the distance and procedure specifications and below the prescribed altitudes and speeds. This error was aggravated by a probable shifting of the load due to improper securing.
1950bf20aa294c53702b64ba70abe510,1957-04-17 08:30:00,"El Quweira, Jordan",Military -Royal Air Force,Unknown,"Aqaba AFB - Habbaniya, Iraq",Vickers Valetta C-Mk.1,VW832,24,21,3,24,21,3,Crashed and burned 5 minutes after taking off from Aqaba. The aircraft lost it's left wing after encountering clear air turbulence.
7a7d8426d04df58086bfa025cc3c5f2f,1957-04-20 00:00:00,"Jirkouk, Iraq",Air France,Unknown,"Tehran, Iran - Istanbul, Turkey",Lockheed Super Constellation,F-BGNE,0,0,0,1,1,0,"Explosive decompression. A passenger was sucked out of a window at 18,000 feet when the window he was sitting next to shattered. The body was never recovered."
bb1e69ffbcf0be090c3a64c187cd7145,1957-05-01 21:20:00,"Blackbushe, Hants, England",Eagle Aviation,Unknown,Blackbushe - Tripoli,Vickers Viking 1B,G-AJBO,35,30,5,34,29,5,Crashed while attemting an emergency return to the airport shortly after taking off. Engine failure. The failure of the captain to maintain height and a safe flying speed when approaching to land on one engine after the failure of the left engine for reasons unknown.
da3b5325883db35f6affd06dd3261993,1957-05-05 00:00:00,"Santoshpur, India",Indian Airlines,Unknown,Silhcar - Calcutta,Douglas C-47A,VT-AUV,3,0,3,1,0,1,"The accident is attributed to the insufficient altitude at which the aircraft was flown during an attempt to fly through a thunderstorm. Downdrafts and divergent winds encountered, forced the aircraft to the ground."
bf17cdf7ed6d714f67cbe243b995f866,1957-05-09 19:04:00,"Barajas, Madrid, Spain",Aviaco,111,Santiago de Compostella - Madrid,Bristol 170 Freighter,EC-ADI,37,32,5,37,32,5,"Crashed while attemping to land. The aircraft hit the ground with the front part of the fuselage, the right wing and the right engine propeller and caught fire. Procedural errors by the pilot."
8a9f8ecbe40e22510cf311b983a4124e,1957-05-13 03:35:00,"Narsarressuak, Greenland",U.S. Overseas Airways,Unknown,Broughton Island - Narsarsuaq,Douglas DC-4,N68736,3,0,3,2,0,2,Crashed into an ice cap. White-out conditions. Incorrect indication on navigation charts.
6d46a6f66c24019dc32bb78abded86c8,1957-05-13 00:00:00,"New Delhi, India",Indian Airlines,Unknown,Training,Douglas DC-3,VT-CFB,2,0,2,2,0,2,"During a training exercise the aircraft approached a stall entered a spin, partially recovered but crashed."
ad1067e300204fa521c53498cd401706,1957-05-13 00:00:00,"San Carlos de Bariloche, Argentina",Lineas Aereas del Estado,Unknown,San - Carlos,Vickers 615 Viking 1B,T-3,16,11,5,16,11,5,"The pilot lost in rain and fog searched for a landing area until the plane ran out of fuel and crashed into a 4,500 foot mountain."
d8aeb3fb9fab5764aa8a02add0fc5aba,1957-06-14 23:10:00,"Moscow, Russia",LOT Polish Airlines,232,Warsaw - Moscow,Ilyushin P-14,SP-LNF,13,8,5,9,5,4,The aircraft descended below safe altitude and struck the ground in rain and poor visibility. The crew's application of an approach procedure other than that prescribed by the airport authority.
a3382b01f02733ee390bbd5cd204b320,1957-06-18 10:20:00,"Bodensee, Switzerland",Swissair,Unknown,Training,Douglas C-47B,HB-IRK,9,0,9,9,0,9,"The stalling of the aircraft following a loss of airspeed, whereupon it unintentionally went into a spin and crashed into the water. In view of insufficient altitude, it was not possible to level off the aircraft."
3861c606b34c3575488b462a6b12f44b,1957-06-22 07:50:00,"Clarksburg, Maryland",Capital Airlines,Unknown,Training,Douglas C-47A,N88835,3,0,3,3,0,3,"Loss of airspeed while executing maneuvers during a training flight, resulting in a stall followed immediately by a spin from an altitude too low to effect recovery."
ee64afd9fc7f2c7982d07a2c5b35698d,1957-06-23 14:20:00,"Port Hardy, BC, Canada",Pacific Western,Unknown,Port Hardy - Vancouver,Douglas DC-3,CF-EPI,18,15,3,14,12,2,Crashed while attempting an emergency landing after taking off with control difficulties. Jammed elevator. Crew forgot to remove the ground locks.
ea6a1754c573e434f09250a469b92852,1957-06-24 00:00:00,"Horn Island, Queensland, Australia",Adastra Airways,Unknown,Unknown,L-Hudson,Unknown,0,0,0,0,0,0,Crashed on approach.
4d21cd8f636897fa1b5a2b1768c62b97,1957-07-01 00:00:00,"Bay of Bengal, Pakistan",Pakistan International Airlines,Unknown,Chittagong - Dhaka,Douglas DC-3,AP-AJS,24,20,4,24,20,4,Went into a spin and cashed onto tidal flats off Charlakhi Island during a storm.
4565826c10542b173b30908ebbcb1606,1957-07-03 00:00:00,"Fort Rupert, Quebec, Canada",Kenting Air,Unknown,Great Whale River  Val-dOr,Lockheed L-414 Hudson,CF-CRL,4,2,2,4,2,2,"Crashed on takeoff. The pilot took off in weather conditions below permissible limits, in an area sparsely served with aids to navigation, in an aircraft not equipped with de- icing equipment."
268a35b38f5f855ad915ee1724423d89,1957-07-16 03:36:00,"Biak, Indonesia",KLM Royal Dutch Airlines,844,Mokmer - Manila,Lockheed 1049C Super Constellation,PH-LKT,68,59,9,58,49,9,"The pilot asked for clearance to make a low pass over Mokmer to give the passengers a final glimpse of the island. The plane gradually descended over the sea, crashed, burst into flames, broke apart and sank. Crew did not properly monitor their altitude."
5e596e5f2fc76c6b5444cac956102a32,1957-07-16 21:20:00,"Hsinchu, Taiwan (Formosa)",Military - United States Air Force,Unknown,"Clark Field, Philippines - Taipei, Taiwan",Douglas C-47A-90 (DC-3),43-15867,16,9,7,16,9,7,"The Air Foce transport was en route when it crashed at Mount Chaiopeng between, Hisinchu and Taipei."
4320184dc6efcc902982d65b07ba2ebe,1957-07-25 03:37:00,"Daggett, California",Western Airlines,39,Minneapolis -- Salt Lake - Cedar City - Las Vegas- LA,Convair CV-240,N8405H,16,13,3,1,1,0,"The plane landed safely after a dynamite bomb exploded in the rear lavatory. A passenger, Saul F. Binstock, 62, a retired North Hollywood jeweler, intent on suicide, detonated a bomb in the rear lavoratory blowing a 6 x 7 ft. hole in the fuselage. Binstock had purchased two insurance policies totaling $125,000 and then flew from Burbank to Las Vegas, where airport personnel at McCarran Field reported he never left the airport terminal. He then boarded the Western Airlines flight bound for Los Angeles and locked himself in the rear lavatory shortly after takeoff. Binstocks body, missing several fingers on the left hand, was found the next day on a rugged peak in the Ord Mountains south of Daggett."
7a71959349c7ff8eb38efe717b09df94,1957-08-11 14:15:00,"Issoudun, Quebec, Canada",Maritime Central Airways,Unknown,Reykjavík - Montreal,Douglas DC-4,CF-MCF,79,73,6,79,73,6,"The aircraft en route from Reykjavík to Montreal, Canada was flying at 6,000 ft. when it entered a  thunderstorm. Subsequently it plunged to earth almost vertically at a speed calculated at 230 mph, bursting into flames. Severe turbulence encountered while flying in a cumulonimbus cloud, resulting in a chain of events quickly leading up to a complete loss of control."
faf0963a9500458f1c7a647a0b95fcca,1957-08-15 06:30:00,"Copenhagen, Denmark",Aeroflot,103,Riga - Copenhagen,Ilyushin IL-14P,CCCP-L1874,23,18,5,23,18,5,Crashed into the harbor after hitting the chimney of a factory. Crew error. ATC error.
af9207afda5811e71b4f1d60419745e4,1957-08-20 00:00:00,"Assam, India",Indamer,Unknown,Supply mission,Douglas DC-3,VT-ARH,8,0,8,8,0,8,While making a sharp turn the cargo plane stalled and crashed.
1502e862200322a5541a76fda6c986cb,1957-08-29 00:00:00,"Juticalpa, Honduras",Sahsa Airlines,Unknown,Catacamas - Juticalpa - Tegucigalpa,Douglas DC-3,XH-SAF,12,9,3,12,9,3,Blew up and burned in flight after taking off.
30b46251ea890fc16fc47bbc90240cdd,1957-09-03 00:00:00,"Niquitao, Venezuela",Avensa,Unknown,Maiquetia - Barinas,Douglas DC-3,YV-C-AVG,8,5,3,8,5,3,Strayed off course and collided with a mountain in the Penas Blancas hills. Pilot error.  Weather's influence on radio communications. Leaving the prescribed route and flying at too low an altitude.
147ad0db8d7a8bdf65be79cb038b8146,1957-09-15 20:46:00,"New Bedford, Massachusetts",Northeast Airlines,285,Martha's Vineyard - New Bedford,Douglas DC-3,N33417,24,21,3,12,10,2,The aircraft struck trees to the right and short of the runway during approach in fog. The pilot attempted to make a visual approach by descending prematurely in the approach area without adherence to the prescribed ILS approach procedure which was dictated by existing weather conditions.
9320080f012077ef5935ffa8fd4b897f,1957-09-18 21:20:00,"Montevideo, Uruguay",REAL,Unknown,San Pablo - Porto Alegre - Montevideo,Convair CV-440-62,PP-AQE,35,30,5,1,0,1,"Flying VFR, the aircraft encountered fog during the approach, undershot the runway and crashed. Pilot error."
bee11ad3a850b4497572d6251c3e052d,1957-09-27 11:30:00,"Bhiwandi, Maharashtra, India",èkoda (India) Ltd,Unknown,Bombay - Indore,Let Aero 45S,VT-DHO,3,0,3,3,0,3,"While in it's initial climb, the ferry /positioning  flight crashed soon after."
485d15eb6993d7a66edfc8991af963e1,1957-09-28 00:00:00,"Islay-Glenegedale Airport, Scotland",British European Airways,Unknown,14099,de Havilland DH-114 Heron,G-AOFY,3,0,3,3,0,3,"The pilot did not appreciate that the air ambulance had rapidly lost height whilst he was making a visual half circuit to land. This could not have been due to the absence of sufficient visual reference in the prevailing conditions of darkness, very low cloud and drizzle. The urgent nature of the flight is considered to have influenced the pilot's decision to land."
b937b2900c1a92e7045a40b324a1b206,1957-10-01 18:55:00,"Akshi, Russia",Aeroflot,11,Irkutsk - Chita,Ilyushin IL-12,CCCP-L1389,27,22,5,27,22,5,"While cruising by night, the crew lost his orientation and requested ATC assistance, without success. The airplane deviated from the prescribed flight path to the south and due to fuel exhaustion, the crew was forced to make an emergency landing. Following three unsuccessful attempts, the captain elected a fourth landing attempt when, at an altitude of 900 meters, the airplane clip trees, continued for about 340 meters and eventually crashed in a dense wooded area."
f85368422e73c28f57947fe0846f9d3f,1957-10-03 01:55:00,"Beirut, Lebanon",Lebanese International Airways,Unknown,Beirut - Kuwait City,Curtiss C-46A-45-CU,OD-ACK,27,23,4,27,23,4,"A few minutes after takeoff the crew informed ATC about a fire on board and elected to return. More than thirty minutes later, while at altitude of 2,000 meters, the aircraft lost height and crashed into the sea some 18 km off Beirut."
0d4c1ca837bb823d195165328cb75199,1957-10-18 00:00:00,"Porto Alegre, Brazil",Varig,Unknown,Porto Alegre - Sao Paulo,Douglas C-47A,PP-VCS,2,0,2,2,0,2,"During the takeoff roll, the airplane started to skid and deviated from the centerline to the right. Incorrect use of flying controls during the takeoff roll.  Possible failure of left engine. Turbulent conditions close to ground."
6213de7226267e12e53b00f60addbe9c,1957-10-23 16:51:00,"Belfast, Ireland",British European Airways,Unknown,London - Belfast,Vickers 802 Viscount,G-AOJA,7,5,2,7,5,2,"While attempting to land at Belfast, in poor weather, the plane drifted to the right of the runway, overshot the runway and crashed. Cause unknown."
469e0a12240df1349ec7c667cce59944,1957-10-28 18:05:00,"Madrid, Spain",Iberia Airlines,Unknown,Tanger - Madrid,Douglas DC-3,EC-ACH,21,17,4,21,17,4,"Intense fire in the No.1 engine while en route, caused by foreign objects entering from the nacelle."
19797df6dd7765695e005a49dee8eb4e,1957-10-30 00:00:00,"Campeche, Mexico",Transportes Aereos Mexicanos,Unknown,test flight,Fairchild C-82A,XA-LIW,3,0,3,3,0,3,The cargo plane crashed en route.
ef15cc02e1242d39ef44d7f3be1fac52,1957-11-03 07:03:00,"Dusseldorf, West Germany",Herfurtner Company,Unknown,Düsseldorf - Reykjavik - New York,Douglas DC-4,D-ALAF,10,3,7,6,0,6,"Crashed shortly after taking off. The aircraft plunged into the suburb of Derendorf, setting afire an office building and crushing a small house. The lone occupant of the the house, an elderly woman, was killed"
867b0a24edcc891e611180aba4d77189,1957-11-04 17:58:00,"Moscow, Russia",TAROM,Unknown,Bucharest - Kiev - Moscow,Ilushin Il-14,YR-PCC,16,10,6,4,1,3,"The accident was the consequence of a succession of errors on part of the flying crew during the final approach that was continued at an insufficient altitude. The pilot-in-command took the decision to continue the approach procedure despite a warning message from ATC and because he established a visual contact with the runway lights. Due to low visibility and an insufficient height, this led the aircraft to struck trees and to crash."
10cfbb431acbe2978b04c48eb575b264,1957-11-06 00:00:00,"Bristol, England",Bristol Aeroplane Co.,Unknown,Test flight,Bristol Britannia 175,G-ANCA,15,0,15,15,0,15,Crashed on a training flight. The right wing suddenly dropped and the aircraft went into a very steeply banked right hand turn and crashed. Instrument failure leading to loss of control. Undetermined cause. Possible failure of the auto-pilot.
